Distrito,Concelho,Freguesia,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,,,,,,,,,
Viana do Castelo,Monção,Riba de Mouro,PPD/PSD,"50,73%",173,PS,"33,72%",115,CH,"3,52%",12,B.E.,"2,93%",10,CDS-PP,"2,64%",9,R.I.R.,"1,76%",6,IL,"1,47%",5,PAN,"0,59%",2,PCP-PEV,"0,59%",2,A,"0,29%",1,MPT,"0,29%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,29%",1,NULOS,"1,17%",4,,,,,,,,,,,,,,,
Viana do Castelo,Monção,"Sago, Lordelo e Parada",PPD/PSD,"45,04%",118,PS,"31,30%",82,CH,"10,31%",27,IL,"3,44%",9,CDS-PP,"2,67%",7,B.E.,"2,29%",6,L,"0,76%",2,PCP-PEV,"0,76%",2,R.I.R.,"0,76%",2,E,"0,38%",1,MPT,"0,38%",1,A,"0,00%",0,MAS,"0,00%",0,PAN,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,15%",3,NULOS,"0,76%",2,,,,,,,,,,,,,,,
Viana do Castelo,Monção,Segude,PPD/PSD,"46,93%",84,PS,"37,99%",68,CH,"8,38%",15,CDS-PP,"2,23%",4,B.E.,"1,12%",2,A,"0,56%",1,MPT,"0,56%",1,PAN,"0,56%",1,R.I.R.,"0,56%",1,E,"0,00%",0,IL,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,PCP-PEV,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,12%",2,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Viana do Castelo,Monção,Tangil,PPD/PSD,"41,25%",139,PS,"38,87%",131,CH,"6,82%",23,B.E.,"3,56%",12,CDS-PP,"2,37%",8,PCP-PEV,"2,08%",7,IL,"0,59%",2,L,"0,59%",2,MAS,"0,30%",1,MPT,"0,30%",1,PAN,"0,30%",1,A,"0,00%",0,E,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,78%",6,NULOS,"1,19%",4,,,,,,,,,,,,,,,
Viana do Castelo,Monção,Troporiz e Lapela,PS,"51,38%",149,PPD/PSD,"31,38%",91,CH,"5,86%",17,B.E.,"5,52%",16,CDS-PP,"1,38%",4,IL,"1,38%",4,PCP-PEV,"0,69%",2,R.I.R.,"0,69%",2,L,"0,34%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,69%",2,NULOS,"0,69%",2,,,,,,,,,,,,,,,
Viana do Castelo,Monção,Trute,PPD/PSD,"40,85%",58,PS,"35,21%",50,CH,"5,63%",8,IL,"4,93%",7,B.E.,"3,52%",5,CDS-PP,"2,11%",3,PAN,"1,41%",2,L,"0,70%",1,MPT,"0,70%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"4,23%",6,NULOS,"0,70%",1,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Agualonga,PS,"55,86%",81,PPD/PSD,"26,90%",39,CH,"4,83%",7,CDS-PP,"3,45%",5,B.E.,"1,38%",2,MPT,"1,38%",2,PCP-PEV,"1,38%",2,E,"0,69%",1,IL,"0,69%",1,A,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,38%",2,NULOS,"2,07%",3,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Bico e Cristelo,PS,"55,04%",202,PPD/PSD,"23,71%",87,CH,"4,90%",18,B.E.,"3,81%",14,CDS-PP,"2,72%",10,IL,"2,18%",8,PCP-PEV,"1,91%",7,L,"1,09%",4,A,"0,27%",1,E,"0,27%",1,MAS,"0,27%",1,PAN,"0,27%",1,R.I.R.,"0,27%",1,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,18%",8,NULOS,"1,09%",4,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Castanheira,PS,"49,35%",153,PPD/PSD,"30,97%",96,CH,"5,16%",16,IL,"3,55%",11,PAN,"2,26%",7,B.E.,"1,61%",5,MAS,"1,29%",4,L,"0,97%",3,PCP-PEV,"0,97%",3,CDS-PP,"0,65%",2,R.I.R.,"0,65%",2,VP,"0,32%",1,A,"0,00%",0,E,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,61%",5,NULOS,"0,65%",2,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Cossourado e Linhares,PS,"51,76%",132,PPD/PSD,"30,59%",78,CH,"5,88%",15,B.E.,"3,53%",9,CDS-PP,"1,57%",4,IL,"1,57%",4,PCP-PEV,"1,18%",3,L,"0,78%",2,PAN,"0,39%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,96%",5,NULOS,"0,78%",2,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Coura,PS,"54,59%",101,PPD/PSD,"28,65%",53,CH,"4,32%",8,PAN,"2,70%",5,B.E.,"2,16%",4,CDS-PP,"1,62%",3,PCP-PEV,"1,62%",3,L,"0,54%",1,MPT,"0,54%",1,A,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,MAS,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,70%",5,NULOS,"0,54%",1,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Cunha,PS,"51,97%",132,PPD/PSD,"22,44%",57,CH,"5,12%",13,B.E.,"3,94%",10,CDS-PP,"2,76%",7,MPT,"1,57%",4,PCP-PEV,"1,57%",4,IL,"1,18%",3,R.I.R.,"1,18%",3,L,"0,79%",2,PAN,"0,79%",2,VP,"0,79%",2,MAS,"0,39%",1,A,"0,00%",0,E,"0,00%",0,EMBRANCO,"4,33%",11,NULOS,"1,18%",3,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Formariz e Ferreira,PS,"52,35%",267,PPD/PSD,"27,25%",139,CH,"4,12%",21,PCP-PEV,"4,12%",21,B.E.,"2,94%",15,IL,"2,94%",15,CDS-PP,"1,37%",7,L,"1,37%",7,PAN,"0,98%",5,MPT,"0,59%",3,E,"0,20%",1,R.I.R.,"0,20%",1,A,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,98%",5,NULOS,"0,59%",3,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Infesta,PS,"45,71%",96,PPD/PSD,"27,62%",58,CH,"8,10%",17,CDS-PP,"4,76%",10,PCP-PEV,"3,81%",8,B.E.,"3,33%",7,IL,"0,95%",2,L,"0,95%",2,PAN,"0,95%",2,A,"0,48%",1,R.I.R.,"0,48%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,95%",2,NULOS,"1,90%",4,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Insalde e Porreiras,PS,"56,35%",111,PPD/PSD,"18,78%",37,CDS-PP,"4,57%",9,CH,"4,57%",9,B.E.,"3,55%",7,PCP-PEV,"3,05%",6,MAS,"1,52%",3,IL,"1,02%",2,R.I.R.,"1,02%",2,A,"0,51%",1,E,"0,51%",1,L,"0,51%",1,MPT,"0,51%",1,PAN,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,54%",5,NULOS,"1,02%",2,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Mozelos,PS,"65,73%",140,PPD/PSD,"21,13%",45,CDS-PP,"2,35%",5,CH,"1,88%",4,B.E.,"1,41%",3,PCP-PEV,"1,41%",3,IL,"0,94%",2,PAN,"0,94%",2,E,"0,47%",1,MAS,"0,47%",1,A,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,88%",4,NULOS,"1,41%",3,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Padornelo,PS,"59,05%",124,PPD/PSD,"22,86%",48,CH,"8,10%",17,IL,"1,43%",3,PCP-PEV,"1,43%",3,B.E.,"0,95%",2,CDS-PP,"0,95%",2,L,"0,95%",2,A,"0,48%",1,E,"0,48%",1,PAN,"0,48%",1,R.I.R.,"0,48%",1,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,90%",4,NULOS,"0,48%",1,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Parada,PS,"49,61%",64,PPD/PSD,"29,46%",38,CH,"4,65%",6,PAN,"2,33%",3,R.I.R.,"2,33%",3,CDS-PP,"1,55%",2,IL,"1,55%",2,PCP-PEV,"1,55%",2,B.E.,"0,78%",1,MPT,"0,78%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"5,43%",7,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Paredes de Coura e Resende,PS,"53,13%",544,PPD/PSD,"22,66%",232,CH,"4,79%",49,PCP-PEV,"4,20%",43,B.E.,"3,52%",36,IL,"2,83%",29,PAN,"1,86%",19,L,"1,56%",16,CDS-PP,"1,46%",15,R.I.R.,"0,68%",7,MAS,"0,20%",2,A,"0,00%",0,E,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,86%",19,NULOS,"1,27%",13,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Romarigães,PS,"51,61%",64,PPD/PSD,"27,42%",34,CH,"8,06%",10,CDS-PP,"3,23%",4,PCP-PEV,"3,23%",4,L,"1,61%",2,A,"0,81%",1,E,"0,81%",1,PAN,"0,81%",1,B.E.,"0,00%",0,IL,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,61%",2,NULOS,"0,81%",1,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Rubiães,PS,"54,67%",117,PPD/PSD,"30,37%",65,CH,"2,80%",6,PCP-PEV,"2,34%",5,IL,"1,87%",4,B.E.,"1,40%",3,CDS-PP,"0,93%",2,MPT,"0,93%",2,L,"0,47%",1,PAN,"0,47%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,34%",5,NULOS,"1,40%",3,,,,,,,,,,,,,,,
Viana do Castelo,Paredes de Coura,Vascões,PPD/PSD,"38,18%",42,PS,"28,18%",31,CH,"10,91%",12,B.E.,"5,45%",6,IL,"4,55%",5,CDS-PP,"2,73%",3,PAN,"2,73%",3,PCP-PEV,"2,73%",3,E,"0,91%",1,A,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,91%",1,NULOS,"2,73%",3,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Azias,PPD/PSD,"51,88%",83,PS,"33,13%",53,CH,"6,88%",11,CDS-PP,"2,50%",4,IL,"1,25%",2,PAN,"1,25%",2,L,"0,63%",1,PCP-PEV,"0,63%",1,R.I.R.,"0,63%",1,A,"0,00%",0,B.E.,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,63%",1,NULOS,"0,63%",1,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Boivães,PPD/PSD,"43,83%",71,PS,"43,83%",71,CH,"4,94%",8,B.E.,"1,85%",3,PAN,"1,85%",3,CDS-PP,"1,23%",2,R.I.R.,"1,23%",2,IL,"0,62%",1,L,"0,62%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Bravães,PS,"43,66%",148,PPD/PSD,"36,58%",124,CH,"4,72%",16,IL,"3,54%",12,B.E.,"3,24%",11,PCP-PEV,"3,24%",11,CDS-PP,"1,47%",5,PAN,"0,59%",2,R.I.R.,"0,59%",2,L,"0,29%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,18%",4,NULOS,"0,88%",3,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Britelo,PS,"56,69%",144,PPD/PSD,"26,38%",67,CH,"7,48%",19,B.E.,"3,54%",9,PCP-PEV,"2,36%",6,IL,"1,57%",4,CDS-PP,"0,79%",2,E,"0,39%",1,L,"0,39%",1,A,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,39%",1,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,"Crasto, Ruivos e Grovelas",PS,"49,78%",227,PPD/PSD,"39,25%",179,CH,"2,41%",11,B.E.,"1,75%",8,PCP-PEV,"1,75%",8,CDS-PP,"1,10%",5,IL,"0,66%",3,PAN,"0,66%",3,L,"0,44%",2,R.I.R.,"0,22%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,10%",5,NULOS,"0,88%",4,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Cuide de Vila Verde,PPD/PSD,"41,38%",72,PS,"39,08%",68,B.E.,"3,45%",6,CH,"3,45%",6,PCP-PEV,"2,87%",5,CDS-PP,"2,30%",4,PAN,"2,30%",4,IL,"1,72%",3,L,"0,57%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,72%",3,NULOS,"1,15%",2,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,"Entre Ambos-os-Rios, Ermida e Germil",PS,"45,22%",123,PPD/PSD,"38,24%",104,CH,"6,99%",19,CDS-PP,"2,94%",8,PCP-PEV,"2,21%",6,IL,"1,84%",5,B.E.,"1,47%",4,L,"0,37%",1,PAN,"0,37%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,37%",1,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Lavradas,PPD/PSD,"41,12%",199,PS,"40,91%",198,IL,"3,93%",19,CDS-PP,"3,31%",16,CH,"2,48%",12,B.E.,"2,27%",11,PAN,"1,03%",5,L,"0,83%",4,PCP-PEV,"0,83%",4,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,07%",10,NULOS,"1,24%",6,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Lindoso,PS,"48,39%",105,PPD/PSD,"34,10%",74,CH,"7,83%",17,B.E.,"1,84%",4,PCP-PEV,"1,84%",4,IL,"1,38%",3,CDS-PP,"0,92%",2,PAN,"0,46%",1,R.I.R.,"0,46%",1,VP,"0,46%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,92%",2,NULOS,"1,38%",3,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Nogueira,PS,"46,05%",105,PPD/PSD,"37,72%",86,CH,"6,58%",15,B.E.,"1,75%",4,CDS-PP,"1,75%",4,IL,"1,75%",4,PAN,"1,32%",3,L,"0,44%",1,PCP-PEV,"0,44%",1,R.I.R.,"0,44%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,88%",2,NULOS,"0,88%",2,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Oleiros,PPD/PSD,"50,34%",148,PS,"35,37%",104,CH,"5,10%",15,B.E.,"2,38%",7,IL,"1,70%",5,CDS-PP,"1,36%",4,PAN,"1,02%",3,R.I.R.,"0,34%",1,VP,"0,34%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,EMBRANCO,"1,36%",4,NULOS,"0,68%",2,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,"Ponte da Barca, V.N. Muía, Paço Vedro Magalhães",PS,"51,26%","1,217",PPD/PSD,"31,09%",738,CH,"4,55%",108,B.E.,"3,03%",72,PCP-PEV,"2,19%",52,IL,"1,81%",43,CDS-PP,"1,60%",38,PAN,"0,88%",21,L,"0,76%",18,R.I.R.,"0,29%",7,E,"0,08%",2,MAS,"0,08%",2,MPT,"0,08%",2,A,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,60%",38,NULOS,"0,67%",16,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Sampriz,PPD/PSD,"43,55%",81,PS,"32,26%",60,CDS-PP,"9,68%",18,CH,"6,45%",12,PCP-PEV,"3,23%",6,IL,"1,08%",2,VP,"1,08%",2,B.E.,"0,54%",1,PAN,"0,54%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,08%",2,NULOS,"0,54%",1,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Touvedo (São Lourenço e Salvador),PPD/PSD,"43,35%",101,PS,"43,35%",101,CH,"5,58%",13,IL,"1,72%",4,CDS-PP,"1,29%",3,PAN,"1,29%",3,B.E.,"0,86%",2,E,"0,86%",2,R.I.R.,"0,43%",1,A,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,86%",2,NULOS,"0,43%",1,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Vade (São Pedro),PPD/PSD,"48,61%",70,PS,"32,64%",47,CH,"7,64%",11,IL,"4,17%",6,B.E.,"2,78%",4,PCP-PEV,"1,39%",2,CDS-PP,"0,69%",1,L,"0,69%",1,MAS,"0,69%",1,A,"0,00%",0,E,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,69%",1,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Vade (São Tomé),PS,"41,10%",67,PPD/PSD,"37,42%",61,CH,"7,36%",12,CDS-PP,"3,07%",5,L,"3,07%",5,B.E.,"1,84%",3,IL,"1,84%",3,E,"0,61%",1,MAS,"0,61%",1,PAN,"0,61%",1,A,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,23%",2,NULOS,"1,23%",2,,,,,,,,,,,,,,,
Viana do Castelo,Ponte da Barca,Vila Chã (São João Baptista e Santiago),PS,"46,56%",142,PPD/PSD,"40,33%",123,CH,"4,92%",15,PCP-PEV,"2,62%",8,CDS-PP,"1,64%",5,B.E.,"0,98%",3,IL,"0,66%",2,R.I.R.,"0,66%",2,L,"0,33%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,98%",3,NULOS,"0,33%",1,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Anais,PPD/PSD,"46,23%",307,PS,"25,90%",172,CH,"10,99%",73,CDS-PP,"7,53%",50,IL,"3,77%",25,B.E.,"1,51%",10,R.I.R.,"1,05%",7,L,"0,60%",4,PAN,"0,30%",2,A,"0,15%",1,E,"0,15%",1,MAS,"0,15%",1,PCP-PEV,"0,15%",1,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,20%",8,NULOS,"0,30%",2,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Arca e Ponte de Lima,PS,"39,37%",919,PPD/PSD,"31,71%",740,CH,"5,70%",133,CDS-PP,"5,57%",130,PCP-PEV,"5,06%",118,B.E.,"3,98%",93,IL,"3,68%",86,L,"1,24%",29,PAN,"1,16%",27,MPT,"0,21%",5,A,"0,09%",2,MAS,"0,09%",2,VP,"0,09%",2,E,"0,04%",1,R.I.R.,"0,04%",1,EMBRANCO,"1,24%",29,NULOS,"0,73%",17,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Arcozelo,PS,"41,56%",808,PPD/PSD,"31,33%",609,CH,"6,84%",133,CDS-PP,"5,97%",116,PCP-PEV,"4,12%",80,B.E.,"3,19%",62,IL,"2,57%",50,PAN,"0,72%",14,L,"0,62%",12,R.I.R.,"0,41%",8,A,"0,21%",4,MPT,"0,15%",3,MAS,"0,10%",2,E,"0,05%",1,VP,"0,05%",1,EMBRANCO,"1,34%",26,NULOS,"0,77%",15,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,"Ardegão, Freixo e Mato",PPD/PSD,"36,63%",352,PS,"36,11%",347,CDS-PP,"8,64%",83,CH,"5,83%",56,IL,"3,23%",31,B.E.,"2,50%",24,PCP-PEV,"1,35%",13,L,"0,83%",8,PAN,"0,83%",8,R.I.R.,"0,62%",6,E,"0,21%",2,VP,"0,21%",2,MPT,"0,10%",1,A,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"1,46%",14,NULOS,"1,46%",14,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Associação de freguesias do Vale do Neiva,PPD/PSD,"50,17%",295,PS,"25,51%",150,CDS-PP,"10,71%",63,CH,"3,91%",23,B.E.,"2,72%",16,IL,"1,53%",9,PCP-PEV,"1,19%",7,PAN,"1,02%",6,L,"0,68%",4,R.I.R.,"0,51%",3,MPT,"0,34%",2,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,68%",4,NULOS,"1,02%",6,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Bárrio e Cepões,PPD/PSD,"36,69%",175,PS,"36,27%",173,CDS-PP,"7,97%",38,CH,"7,55%",36,B.E.,"2,94%",14,IL,"2,52%",12,PAN,"1,05%",5,PCP-PEV,"0,84%",4,R.I.R.,"0,42%",2,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,89%",9,NULOS,"1,89%",9,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Beiral do Lima,PPD/PSD,"49,57%",173,PS,"23,50%",82,CDS-PP,"10,32%",36,CH,"10,32%",36,B.E.,"1,15%",4,IL,"0,86%",3,L,"0,29%",1,MPT,"0,29%",1,R.I.R.,"0,29%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,PAN,"0,00%",0,PCP-PEV,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,15%",4,NULOS,"2,29%",8,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Bertiandos,PPD/PSD,"36,63%",100,PS,"32,60%",89,CDS-PP,"15,02%",41,CH,"4,76%",13,B.E.,"2,20%",6,IL,"1,83%",5,L,"1,47%",4,PCP-PEV,"1,10%",3,MPT,"0,37%",1,PAN,"0,37%",1,R.I.R.,"0,37%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,47%",4,NULOS,"1,83%",5,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Boalhosa,CDS-PP,"43,06%",31,PPD/PSD,"27,78%",20,PS,"22,22%",16,CH,"5,56%",4,A,"0,00%",0,B.E.,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"1,39%",1,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Brandara,PPD/PSD,"34,10%",89,PS,"33,72%",88,CDS-PP,"13,79%",36,CH,"8,81%",23,IL,"2,30%",6,B.E.,"1,53%",4,PCP-PEV,"1,53%",4,PAN,"1,15%",3,L,"0,38%",1,MPT,"0,38%",1,R.I.R.,"0,38%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,77%",2,NULOS,"1,15%",3,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Cabaços e Fojo Lobal,PPD/PSD,"47,46%",252,PS,"23,54%",125,CDS-PP,"10,73%",57,CH,"9,79%",52,IL,"1,88%",10,B.E.,"1,32%",7,PAN,"0,75%",4,PCP-PEV,"0,75%",4,L,"0,38%",2,R.I.R.,"0,38%",2,MPT,"0,19%",1,VP,"0,19%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"1,32%",7,NULOS,"1,32%",7,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Cabração e Moreira do Lima,PS,"38,05%",199,PPD/PSD,"34,03%",178,CH,"8,41%",44,CDS-PP,"7,84%",41,IL,"3,06%",16,B.E.,"2,10%",11,PCP-PEV,"1,53%",8,R.I.R.,"0,96%",5,L,"0,76%",4,PAN,"0,57%",3,MPT,"0,38%",2,MAS,"0,19%",1,A,"0,00%",0,E,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,53%",8,NULOS,"0,57%",3,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Calheiros,PS,"36,53%",198,PPD/PSD,"34,69%",188,CDS-PP,"9,96%",54,CH,"6,27%",34,B.E.,"3,32%",18,PCP-PEV,"2,77%",15,IL,"2,21%",12,PAN,"1,11%",6,A,"0,37%",2,R.I.R.,"0,37%",2,L,"0,18%",1,VP,"0,18%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,92%",5,NULOS,"1,11%",6,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Calvelo,PS,"35,28%",133,PPD/PSD,"33,42%",126,CDS-PP,"11,14%",42,CH,"6,10%",23,IL,"6,10%",23,B.E.,"2,92%",11,PCP-PEV,"1,33%",5,A,"0,53%",2,L,"0,53%",2,R.I.R.,"0,53%",2,E,"0,27%",1,PAN,"0,27%",1,VP,"0,27%",1,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,80%",3,NULOS,"0,53%",2,,,,,,,,,,,,,,,
